         92929 function calls (91591 primitive calls) in 101.472 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      346    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:968(acquire)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
       12    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/ttk.py:1080(__init__)
      172    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:170(<lambda>)
      560    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/gui.py:460(<genexpr>)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:446(chunk_IHDR)
      575    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
       61    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
      760    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:201(crc)
      168    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:882(load)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:486(cache_from_source)
       56    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new_block}
      174    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:455(_format)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:420(_getdecoder)
      336    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/_binary.py:94(i32be)
  467/466    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      346    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:975(release)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:555(__init__)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:587(_new)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:848(after)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:380(__init__)
      551    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      355    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       56    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new}
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:380(__init__)
      336    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:560(im)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
      172    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
      168    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:1602(getim)
       56    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:467(chunk_IDAT)
      112    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/_util.py:9(is_path)
       24    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:1883(grid_rowconfigure)
     1085    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      174    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:447(usesTime)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:615(_get_cached)
       56    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
      174    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:383(getMessage)
       92    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
      334    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      168    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       56    0.000    0.000    0.000    0.000 {method 'convert2' of 'ImagingCore' objects}
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:254(__set_name__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
      570    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      558    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      172    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:129(getLevelName)
      953    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      172    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1182(name)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:969(parse)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/attendance.py:465(get_attendance_count)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:578(_code)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/gui.py:727(setup_gui_logging)
       57    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:392(inner)
      234    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
       57    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       18    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:390(__setitem__)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:2897(create_window)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/ImageOps.py:1(<module>)
      392    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
        9    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:234(_acquireLock)
      346    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:831(filter)
      173    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1485(current_thread)
       59    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/attendance.py:341(get_present_students)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:2853(_create)
      168    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:452(_parse_sub)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/selector_events.py:118(_make_self_pipe)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/ttk.py:812(add)
       38    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:63(_stringify)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:56(_dib_accept)
       57    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      112    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:148(_crc32)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:2265(wm_protocol)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1592(_get_spec)
      384    0.000    0.000    0.000    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:3388(_decompression_bomb_check)
      142    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/widgets.py:43(create_notebook)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/gui.py:141(connect_settings_actions)
      504    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:2360(_loadtk)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:515(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:694(Union)
      355    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PpmImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _pickle.load}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
      172    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      379    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/ImageFile.py:598(_safe_read)
      494    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/ttk.py:327(setup_master)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:512(_parse)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:1851(__new__)
      370    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:806(spec_from_file_location)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/ttk.py:912(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/ttk.py:780(__init__)
     17/2    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      174    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:516(_compile_info)
     17/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      504    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:579(size)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/_binary.py:60(i32le)
        1    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
       16    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
      112    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:549(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/selector_events.py:278(_add_reader)
       18    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/gui.py:695(on_tab_release)
      172    0.000    0.000    0.000    0.000 {built-in method time.time}
      142    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       56    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      173    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       56    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:452(trace_add)
        7    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/widgets.py:371(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/ImageColor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/widgets.py:382(change_theme)
       61    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:670(_classify_pyc)
       56    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_decoder}
       59    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copy.py:231(_keep_alive)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/ImageTk.py:144(__str__)
       49    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      142    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/GifImagePlugin.py:54(LoadingStrategy)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:703(_validate_timestamp_pyc)
      269    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:1957(__init__)
      4/2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:959(grab_set)
        2    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/gui.py:681(on_tab_motion)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:346(_destroy_temp_root)
      154    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       77    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      112    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:410(__del__)
      504    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/copy.py:172(_deepcopy_atomic)
      112    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
      280    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:583(mode)
      214    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:1269(__init__)
      114    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/widgets.py:395(bind_tab_dragging)
       56    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
      172    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        4    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/base_events.py:410(__init__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:692(deletecommand)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/socket.py:653(socketpair)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/gui.py:737(__init__)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:104(Disposal)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:4479(add)
      112    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:742(_accept)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/ttk.py:488(theme_use)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:425(set)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:961(_get_mixins_)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:928(__init__)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1556(__and__)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1510(setLevel)
       85    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:1995(__init_subclass__)
       64    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       72    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:962(__eq__)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/import_att.py:16(__init__)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/selectors.py:517(register)
        8    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1465(_clear_cache)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/events.py:783(get_event_loop_policy)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/functools.py:479(lru_cache)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:435(_register)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/ttk.py:42(_format_optdict)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:125(Blend)
      113    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       14    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:844(__setattr__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:52(_accept)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/events.py:775(_init_event_loop_policy)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:3839(insert)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      112    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:567(im)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1002(_find_data_type_)
        5    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:730(<genexpr>)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:1103(winfo_children)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1377(getLogger)
       56    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/GifImagePlugin.py:69(_accept)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:2431(__getattr__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/queue.py:34(__init__)
      113    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/__init__.py:4112(__str__)
